tag,sp,gx,gy,dbh
29266,Sloanea berteriana,104.1,133.39,31.3
29269,Schefflera morototoni,NA,NA,13.5
29271,Trichilia pallida,107.96,132.56,87
29272,Sloanea berteriana,107.53,130.28,16.4
29273,Sloanea berteriana,108.56,131.48,42.1
29274,Piper glabrescens,NA,NA,11.7
29275,Psychotria berteriana,NA,NA,21.4
29276,Dacryodes excelsa,NA,NA,25.4
29277,Dacryodes excelsa,113.12,134.75,74
29278,Sloanea berteriana,115.31,133.02,86
29279,Samyda spinulosa,116.02,132.74,38.3
29280,Sloanea berteriana,116.85,134,21.7
29281,Psychotria berteriana,NA,NA,20.4
29284,Gonzalagunia spicata,NA,NA,13.1
29286,Dacryodes excelsa,119.41,132.56,88
29290,Dacryodes excelsa,119.96,133.22,67
29291,Dacryodes excelsa,117.46,134.53,55
29301,Tetragastris balsamifera,109.83,127.77,18.1
29304,Cecropia schreberiana,115.64,129.53,43.1
29305,Sloanea berteriana,117.96,128.94,63
29486,Ixora ferrea,100.13,127.31,63
29488,Schefflera morototoni,NA,NA,24.5
29489,Cordia borinquensis,102.37,124.9,48.5
29490,Tetragastris balsamifera,102.42,124.54,36.3
29492,Andira inermis,104.75,127.89,74
29494,Schefflera morototoni,NA,NA,12.6
29495,Schefflera morototoni,NA,NA,18
29496,Dacryodes excelsa,109.35,128.95,48.5
29497,Dacryodes excelsa,105.84,125.43,79
29499,Schefflera morototoni,113.76,128.38,48.4
29500,Cecropia schreberiana,113.76,128.06,41.8
35977,Pseudolmedia spuria,103.77,123.46,12.6
35978,Psychotria brachiata,101.61,129.5,10.5
35980,Palicourea riparia,NA,NA,10.1
35984,Sloanea berteriana,109.14,126,17
35985,Sloanea berteriana,109.52,128.37,13.1
35987,Alchorneopsis floribunda,111.79,132.64,13
35991,Dacryodes excelsa,NA,NA,56
35992,Sloanea berteriana,NA,NA,33.4
35993,Piper amalago,NA,NA,10.7
6650,Casearia sylvestris,102.99,148.94,109
6651,Inga laurina,100.17,150.14,196
6654,Alchornea latifolia,102.89,156.41,333
6658,Dendropanax arboreus,105.98,151.05,237
6661,Sloanea berteriana,107.51,145.96,204
6662,Dacryodes excelsa,107.56,143.89,291
6663,Inga laurina,105.53,141.08,445
6665,Dacryodes excelsa,110.82,140.27,228
6666,Andira inermis,111.46,141.45,215
6673,Guarea guidonia,117,155.11,270
6675,Dacryodes excelsa,117.02,153,321
6676,Sloanea berteriana,119.5,151.9,135
42301,Sloanea berteriana,119.71,146.09,49.2
42307,Ixora ferrea,118.71,141.43,75
42309,Cordia borinquensis,118.59,141.26,16.8
42310,Cecropia schreberiana,NA,NA,80
42311,Cecropia schreberiana,115.98,141.94,182
42321,Casearia sylvestris,115.65,148.24,15.4
42322,Schefflera morototoni,NA,NA,25.5
42334,Psychotria berteriana,NA,NA,17.8
42341,Schefflera morototoni,NA,NA,11.7
42356,Dendropanax arboreus,109.65,159.28,29
42358,Psychotria brachiata,107.5,155.35,12.6
42371,Cecropia schreberiana,109.97,151.55,85
42372,Schefflera morototoni,NA,NA,20
42376,Trichilia pallida,106.94,145.18,62
42377,Cecropia schreberiana,107.9,143.72,62.8
42378,Eugenia stahlii,106.4,144.77,54.5
42409,Cecropia schreberiana,111.01,144.56,100
42416,Inga laurina,113.11,141.49,73
42417,Casearia sylvestris,112.57,142.68,20
42419,Cecropia schreberiana,114.34,141.49,125
42420,Cecropia schreberiana,NA,NA,24.5
42422,Psychotria berteriana,NA,NA,16.9
42427,Alchorneopsis floribunda,NA,NA,17.5
42429,Cecropia schreberiana,112,145.69,58
42432,Cecropia schreberiana,NA,NA,34.5
42433,Psychotria berteriana,NA,NA,19.4
42434,Schefflera morototoni,NA,NA,23.4
42437,Psychotria berteriana,NA,NA,26.5
42442,Cecropia schreberiana,112.57,146.28,53.5
42446,Cecropia schreberiana,112.62,146.95,127
42456,Ocotea leucoxylon,NA,NA,13.6
42464,Cecropia schreberiana,NA,NA,29.4
42466,Cecropia schreberiana,NA,NA,48
42473,Dendropanax arboreus,114.63,157.04,90
42478,Cecropia schreberiana,NA,NA,78
42479,Cecropia schreberiana,NA,NA,55.8
42482,Cecropia schreberiana,112.11,157.55,117
42484,Cecropia schreberiana,NA,NA,45
42485,Inga laurina,114.41,159.42,72
42487,Cecropia schreberiana,NA,NA,51.8
42490,Sloanea berteriana,111.44,158.23,26.1
42495,Schefflera morototoni,NA,NA,24.6
42497,Schefflera morototoni,NA,NA,24.7
42499,Cecropia schreberiana,NA,NA,35.3
42500,Schefflera morototoni,NA,NA,15.5
42506,Cecropia schreberiana,102.51,152.61,48
42507,Piper glabrescens,NA,NA,11.9
42509,Cecropia schreberiana,NA,NA,26.5
42510,Cecropia schreberiana,101.21,152.92,35.9
42511,Cecropia schreberiana,101.43,153.7,100
42513,Piper glabrescens,NA,NA,12.3
42515,Piper glabrescens,101.29,149.39,15.2
42517,Piper glabrescens,NA,NA,12.7
42519,Piper glabrescens,NA,NA,14.1
42520,Piper glabrescens,NA,NA,12.6
42522,Piper glabrescens,NA,NA,12.3
42524,Piper glabrescens,NA,NA,12.7
42525,Piper glabrescens,NA,NA,10.9
42529,Piper amalago,NA,NA,12.4
42538,Piper glabrescens,NA,NA,11.6
54994,Piper glabrescens,NA,NA,10.8
54996,Piper glabrescens,NA,NA,12.4
56135,Piper glabrescens,NA,NA,10.4
56139,Dendropanax arboreus,NA,NA,12.5
56141,Psychotria berteriana,NA,NA,11
56144,Piper glabrescens,NA,NA,12.3
56146,Psychotria brachiata,109.4,155.48,13.8
56147,Psychotria brachiata,109.15,155.7,12.1
56148,Sloanea berteriana,107.58,156.4,16.3
56151,Ocotea leucoxylon,109.76,158.92,11.7
56154,Sloanea berteriana,106.78,151.53,20
56155,Myrcia leptoclada,109.16,144.33,15.1
56156,Piper glabrescens,NA,NA,14.6
56157,Palicourea riparia,101.97,154.07,22.4
56159,Cordia borinquensis,109.82,141.6,62
56165,Trichilia pallida,118,142.6,43.2
7675,Sloanea berteriana,101.04,162.5,116
7676,Sloanea berteriana,101.82,166.82,114
7681,Sloanea berteriana,108.11,172.87,128
7682,Sloanea berteriana,109.26,171.23,199
7683,Cordia sulcata,105.52,168.91,294
7687,Dacryodes excelsa,109.67,164.52,413
7688,Sloanea berteriana,106.03,161.49,684
7692,Cordia sulcata,112.05,166.47,112
7695,Guarea guidonia,113.9,172.19,142
7697,Pseudolmedia spuria,118.36,175.52,148
7698,Tetragastris balsamifera,119.16,174.68,527
7699,Andira inermis,115.64,172.02,420
7700,Guarea guidonia,115.61,163.04,144
7701,Alchornea latifolia,118.06,162.4,208
26221,Sloanea berteriana,100.41,174.21,26.5
26225,Psychotria berteriana,NA,NA,11.7
26228,Palicourea riparia,105.42,167.03,16.4
26229,Myrcia leptoclada,NA,NA,10.8
26230,Sloanea berteriana,NA,NA,25.6
26231,Byrsonima spicata,NA,NA,10.7
26232,Schefflera morototoni,NA,NA,12.4
26233,Alchornea latifolia,NA,NA,11.8
26235,Tetragastris balsamifera,114.58,162.06,13
26237,Trichilia pallida,114.69,174.45,14
26239,Psychotria berteriana,NA,NA,11
26242,Piper glabrescens,NA,NA,11
26243,Ocotea sintensis,NA,NA,11.5
26244,Sloanea berteriana,NA,NA,82
26246,Ocotea leucoxylon,117.48,177.89,11.5
26248,Drypetes glauca,118.47,175.7,72
26249,Drypetes glauca,NA,NA,25
26251,Pseudolmedia spuria,118.43,174.37,15.6
46671,Tetragastris balsamifera,110.74,161.65,21
46674,Schefflera morototoni,NA,NA,21.5
46675,Cecropia schreberiana,NA,NA,35
46676,Tetragastris balsamifera,112.38,166.77,16
46681,Cecropia schreberiana,NA,NA,32
46683,Sloanea berteriana,110.75,168.06,23.9
46686,Schefflera morototoni,NA,NA,13
46687,Ocotea leucoxylon,113.67,172.63,13.5
46688,Pseudolmedia spuria,113.65,174.76,23
46689,Dendropanax arboreus,113.95,174.75,14
46690,Pseudolmedia spuria,113.27,174.76,20
46691,Sloanea berteriana,113.22,172.26,30
46692,Tetragastris balsamifera,112.72,172.45,32
46693,Tetragastris balsamifera,112.55,172.33,13.5
46694,Dacryodes excelsa,112.71,172.93,19
46695,Tabebuia heterophylla,110.09,160.14,15.3
46697,Ocotea sintensis,NA,NA,16.5
46698,Tetragastris balsamifera,NA,NA,26
46721,Schefflera morototoni,NA,NA,20.5
46728,Guarea guidonia,117.19,162.54,101
46731,Trichilia pallida,NA,NA,36.4
46736,Cecropia schreberiana,NA,NA,55
46739,Psychotria brachiata,118.48,167.26,14.4
46741,Psychotria berteriana,NA,NA,19.9
46743,Schefflera morototoni,NA,NA,22.8
46744,Sapium laurocerasus,NA,NA,27
46745,Sloanea berteriana,117.05,169.45,14
46746,Dacryodes excelsa,119.25,171,94
46750,Cecropia schreberiana,NA,NA,44
46752,Pseudolmedia spuria,115.88,178.07,23.3
46754,Cecropia schreberiana,117.86,177.43,35.2
46755,Dendropanax arboreus,118.04,177.66,18.5
46757,Sloanea berteriana,119.76,172.33,76
46758,Sloanea berteriana,117.55,170.16,10.9
46760,Dendropanax arboreus,116.02,172.83,13.7
46761,Dendropanax arboreus,117.03,174.19,11
46762,Chionanthus domingensis,NA,NA,11.4
46763,Dendropanax arboreus,NA,NA,17.5
46765,Chionanthus domingensis,NA,NA,13.6
46766,Homalium racemosum,NA,NA,13.4
46767,Trichilia pallida,NA,NA,11.5
46768,Schefflera morototoni,118.25,176.48,28.6
46813,BUCTET,112.42,172.01,82
46814,Psychotria brachiata,NA,NA,12
46820,Psychotria berteriana,103.94,178,15.7
46823,Sloanea berteriana,103.66,176.76,18.9
46824,Psychotria berteriana,103.76,176.46,31.4
46827,Sloanea berteriana,103.58,178.16,21
46833,Psychotria berteriana,NA,NA,16.8
46842,Psychotria berteriana,NA,NA,22.1
46843,Cecropia schreberiana,NA,NA,49.7
46845,Psychotria berteriana,NA,NA,18.4
46847,Psychotria berteriana,NA,NA,44
46871,Sloanea berteriana,110.39,176.42,77
46876,Cecropia schreberiana,NA,NA,41.6
46885,Psychotria berteriana,NA,NA,17.5
46886,Cecropia schreberiana,NA,NA,71
46887,Cecropia schreberiana,NA,NA,28.9
46888,Psychotria berteriana,100.25,176.97,20.4
46889,Cecropia schreberiana,100.65,177.28,95
46891,Cecropia schreberiana,NA,NA,25.9
46894,Cecropia schreberiana,NA,NA,30
46896,Cecropia schreberiana,101.13,179.63,118
47005,Cecropia schreberiana,105.86,176.33,70
47006,Cecropia schreberiana,106.29,176.11,44.1
47007,Psychotria berteriana,NA,NA,38.4
47009,Cecropia schreberiana,NA,NA,56
47011,Sloanea berteriana,108.1,173.69,104
47012,Guarea guidonia,118.29,179.47,38.1
47013,Dendropanax arboreus,NA,NA,17
47015,Ficus crassinervia,NA,NA,13.4
47016,Ocotea leucoxylon,118.84,177.68,12.2
47017,Chionanthus domingensis,NA,NA,11.5
47018,Piper glabrescens,NA,NA,12.2
47019,Cecropia schreberiana,108.74,177.46,67
47023,Guarea glabra,107.53,178.74,72
47025,Piper glabrescens,NA,NA,12.7
47026,Piper glabrescens,NA,NA,11.5
47027,Sloanea berteriana,NA,NA,12.4
47028,Piper glabrescens,NA,NA,12.5
47029,Sloanea berteriana,109.04,173.54,31
47030,Sloanea berteriana,108.55,173.77,66
47031,Sloanea berteriana,108.22,173.55,31.5
47034,Cecropia schreberiana,100.4,173,92
47035,Cecropia schreberiana,105.2,172.44,108
47036,Cecropia schreberiana,NA,NA,33.4
47042,Sloanea berteriana,109.5,173.12,13.5
47047,Sloanea berteriana,108.6,165.11,40.4
47050,Psychotria berteriana,NA,NA,10.7
47051,Cecropia schreberiana,107.42,165.47,45.2
47055,Schefflera morototoni,NA,NA,15.2
47056,Dacryodes excelsa,NA,NA,97
47057,Myrcia leptoclada,NA,NA,27
47058,Cecropia schreberiana,109.72,160.71,82
47059,Cecropia schreberiana,109.48,161.17,119
47060,Cecropia schreberiana,109.4,162.54,80
47062,Cecropia schreberiana,108.24,161.4,66
47066,Urera baccifera,NA,NA,14.3
47068,Psychotria berteriana,NA,NA,20.6
47069,Psychotria berteriana,NA,NA,37.2
47073,Cecropia schreberiana,NA,NA,76
47079,Sloanea berteriana,NA,NA,33.6
47094,Schefflera morototoni,NA,NA,23.7
47095,Psychotria berteriana,NA,NA,38.4
47096,Psychotria berteriana,NA,NA,44.9
47099,Palicourea riparia,NA,NA,19.1
8642,Sapium laurocerasus,104.36,181.3,722
8646,Guarea guidonia,100.55,192.89,195
8649,Dendropanax arboreus,104.52,191.95,400
8658,Cordia sulcata,106.01,181.43,194
8670,Cecropia schreberiana,115.85,186.08,201
8671,Sloanea berteriana,118.45,181.93,205
8672,Sloanea berteriana,118.46,181.29,252
32396,Trichilia pallida,100.58,184.83,59
32400,Meliosma herbertii,101.98,182.09,42
32461,Sloanea berteriana,NA,NA,16.9
32477,Urera baccifera,NA,NA,19.8
32488,Psychotria berteriana,110.02,189.53,48
32495,Urera baccifera,NA,NA,16.6
32582,Urera baccifera,NA,NA,16.3
32681,Piper glabrescens,NA,NA,14.5
32683,Piper glabrescens,NA,NA,10.9
32684,Piper glabrescens,NA,NA,12.7
32687,Piper glabrescens,NA,NA,12.9
32689,Cecropia schreberiana,NA,NA,41
32690,Urera baccifera,NA,NA,11.8
32704,Cecropia schreberiana,104.57,181.12,72
32709,Psychotria berteriana,105.36,180.77,28.3
32710,Psychotria berteriana,105.91,180.17,15.8
32711,Trichilia pallida,106,180.93,53
32712,Cecropia schreberiana,106.67,182.06,143
32713,Cecropia schreberiana,NA,NA,33
32717,Psychotria brachiata,107.31,180.78,13.1
32718,Urera baccifera,108.94,181.32,15.8
32719,Cecropia schreberiana,109,181.01,78
32721,Urera baccifera,NA,NA,11
32725,Dendropanax arboreus,111.13,181.16,16.6
32728,Urera baccifera,NA,NA,17
32729,Tetragastris balsamifera,111.81,180.96,22.9
32731,Psychotria berteriana,113.03,184.1,14.1
32732,Cecropia schreberiana,NA,NA,40
32734,Cecropia schreberiana,110.43,182.48,109
32740,Tetragastris balsamifera,113.49,184.63,10.6
32741,Urera baccifera,NA,NA,18.9
32744,Cecropia schreberiana,NA,NA,21.1
32753,Tetragastris balsamifera,115.11,183.99,41
32755,Dendropanax arboreus,115.11,183.03,13
32757,Tetragastris balsamifera,117.43,181.88,23.1
32758,Sloanea berteriana,117.87,181.01,26
32759,Tetragastris balsamifera,118.98,182.12,45
32760,Dacryodes excelsa,119.52,181.99,82
32763,Cecropia schreberiana,NA,NA,45
32764,Psychotria berteriana,NA,NA,49
32765,Psychotria berteriana,119.87,184.85,42
32803,Urera baccifera,NA,NA,10.7
32808,Schefflera morototoni,114.94,186.45,56
32809,Alchornea latifolia,NA,NA,22.1
32811,Urera baccifera,NA,NA,20
32824,Piper glabrescens,NA,NA,12
32825,Cecropia schreberiana,118.05,188.73,82
32827,Piper glabrescens,NA,NA,11
32834,Piper glabrescens,NA,NA,12
32836,Piper glabrescens,NA,NA,13.5
32847,Piper glabrescens,NA,NA,13
32849,Piper glabrescens,NA,NA,13
32850,Urera baccifera,114.01,184.85,15
32905,Urera baccifera,NA,NA,22.1
32908,Cecropia schreberiana,NA,NA,28.6
32910,Psychotria berteriana,NA,NA,17.8
32911,Psychotria berteriana,NA,NA,24.5
32917,Andira inermis,110.18,193.08,120
32918,Psychotria berteriana,112.5,193.28,50
32922,Tetragastris balsamifera,110.92,194.12,30
32923,Psychotria berteriana,NA,NA,18.6
32925,Cecropia schreberiana,NA,NA,36.5
32928,Piper glabrescens,NA,NA,12.2
32931,Piper glabrescens,NA,NA,11
32936,Cecropia schreberiana,NA,NA,44.5
32937,Cecropia schreberiana,NA,NA,44.5
32944,Dendropanax arboreus,NA,NA,11
32946,Psychotria brachiata,116.58,194.7,11.5
32950,Piper glabrescens,NA,NA,11
32952,Trichilia pallida,119.37,193.54,54
33003,Urera baccifera,NA,NA,18.5
33017,Piper glabrescens,NA,NA,19.6
33018,Piper glabrescens,NA,NA,11.6
33022,Dacryodes excelsa,110.42,196.05,13
33024,Cecropia schreberiana,NA,NA,32
33026,Piper glabrescens,NA,NA,11
33027,Dendropanax arboreus,NA,NA,10.5
33029,Cecropia schreberiana,NA,NA,36
33032,Myrcia splendens,NA,NA,25
33037,Pseudolmedia spuria,NA,NA,14.5
33039,Sloanea berteriana,113.59,197.11,76
33042,Piper glabrescens,NA,NA,12
33043,Piper glabrescens,NA,NA,11.8
33045,Urera baccifera,113.15,195.17,10.5
33047,Urera baccifera,NA,NA,15.5
33054,Urera baccifera,NA,NA,22.5
33058,Psychotria berteriana,NA,NA,44
33066,Psychotria brachiata,117.83,196.03,15
33071,Ocotea leucoxylon,118.37,195.69,110
33073,Myrcia splendens,NA,NA,18
33686,Tetragastris balsamifera,NA,NA,12.2
33690,Piper glabrescens,NA,NA,11.2
33691,Cordia sulcata,NA,NA,15.5
33692,Piper glabrescens,NA,NA,10.6
33694,Urera baccifera,108.52,185.5,22.6
33700,Psychotria brachiata,110.85,183.02,11.5
35068,Piper glabrescens,NA,NA,11.1
35069,Casearia sylvestris,113.21,192.87,11.5
35070,Urera baccifera,NA,NA,13
35071,Piper glabrescens,NA,NA,11
35073,Tetragastris balsamifera,118.96,183.55,11
35074,Piper glabrescens,NA,NA,11
35075,Dendropanax arboreus,115.75,184.13,15.5
35077,Sloanea berteriana,116.82,186.28,11
35078,Casearia sylvestris,119.79,194.93,11
9561,Dendropanax arboreus,103.05,204.63,298
9565,Inga vera,101.86,215.86,309
9566,Ocotea sintensis,101.28,218.38,543
9567,Cordia sulcata,104.36,219.25,237
9568,Trichilia pallida,104.83,217.28,108
9570,Dendropanax arboreus,109.35,216.96,171
9571,Guarea guidonia,106.99,215.49,432
9573,Trichilia pallida,105.1,212.46,130
9574,Guarea guidonia,107.29,207.91,508
9576,Dendropanax arboreus,107.41,201.38,196
9579,Guarea guidonia,114.45,204.4,373
9580,Andira inermis,112.78,205.11,140
9596,Guarea guidonia,117.81,205.99,382
9597,Guarea guidonia,118.53,203.46,164
9598,Guarea guidonia,117.15,200.88,134
36499,Schefflera morototoni,NA,NA,12.9
46056,Guarea glabra,NA,NA,10.3
46057,Piper glabrescens,NA,NA,12.4
46058,Piper glabrescens,NA,NA,10.1
46059,Dendropanax arboreus,100.11,216.71,14.8
46079,Urera baccifera,NA,NA,13.2
46080,Urera baccifera,NA,NA,22.9
46081,Psychotria berteriana,NA,NA,10.9
46083,Dendropanax arboreus,119.5,210.49,16.6
46086,Ixora ferrea,NA,NA,20.7
54316,Schefflera morototoni,NA,NA,23.1
54318,Psychotria berteriana,NA,NA,14.9
54321,Cecropia schreberiana,NA,NA,48.5
54323,Schefflera morototoni,NA,NA,10.5
54329,Cecropia schreberiana,NA,NA,31.5
54331,Gonzalagunia spicata,NA,NA,17
54332,Psychotria berteriana,NA,NA,13.3
54337,Palicourea riparia,NA,NA,16.9
54351,Dendropanax arboreus,100.15,217.01,18.5
54355,Zanthoxylum martinicense,100.21,217.85,28.8
54356,Andira inermis,100.91,215.75,38.3
54585,Cecropia schreberiana,119.87,215.1,69
54588,Cecropia schreberiana,NA,NA,55.6
55090,Dendropanax arboreus,118.01,200.26,85
55093,Tetragastris balsamifera,116.89,200.17,21.4
55095,Sloanea berteriana,116.28,200.66,19.2
55103,Urera baccifera,NA,NA,13.4
55105,Tetragastris balsamifera,113.77,204,21.2
55109,Urera baccifera,113.24,201.61,26
55120,Alchorneopsis floribunda,NA,NA,14.4
55122,Trichilia pallida,107.53,201.6,23
55124,Piper glabrescens,NA,NA,10.7
55402,Psychotria berteriana,NA,NA,12
55405,Cecropia schreberiana,NA,NA,34.7
55409,Coffea arabica,NA,NA,18.4
55412,Urera baccifera,NA,NA,13.6
55415,Tetragastris balsamifera,113.43,205.58,13
55416,Tetragastris balsamifera,112.64,205.13,13.4
55419,Psychotria berteriana,NA,NA,17.7
55425,Urera baccifera,105.16,209.73,25.9
55433,Urera baccifera,NA,NA,12.9
55437,Schefflera morototoni,NA,NA,23.5
55440,Tetragastris balsamifera,104.69,208.09,20.1
55456,Sapium laurocerasus,NA,NA,11
55459,Psychotria berteriana,NA,NA,20.7
55469,Casearia sylvestris,104,206.33,45.5
55473,Schefflera morototoni,101.22,209.83,23.2
55612,Psychotria berteriana,NA,NA,43
55714,Chionanthus domingensis,NA,NA,15.9
55749,Cecropia schreberiana,NA,NA,24.1
55752,Psychotria berteriana,NA,NA,23.5
55755,Cecropia schreberiana,114.71,214.64,39.5
55763,Cecropia schreberiana,NA,NA,66
55765,Psychotria berteriana,NA,NA,27.9
55768,Schefflera morototoni,NA,NA,13.7
55770,Psychotria berteriana,NA,NA,28.7
55771,Urera baccifera,NA,NA,14.8
10658,Manilkara bidentata,103.04,224.11,375
10659,Andira inermis,101.56,226.66,240
10661,Guarea guidonia,104.34,228.64,304
10662,Guarea guidonia,104.58,230.62,307
10663,Andira inermis,100.99,234.92,134
10665,Dendropanax arboreus,104.64,236.79,162
10668,Casearia arborea,106.51,237.59,317
10671,Sapium laurocerasus,108.31,232.88,460
10676,Manilkara bidentata,114.92,227.87,165
10678,Manilkara bidentata,112.42,233.66,550
10681,Manilkara bidentata,117.36,237.62,416
10682,Schefflera morototoni,119.94,239.09,212
10685,Inga vera,118.94,230.22,457
10686,Guarea guidonia,117.38,229.6,287
10687,Cordia sulcata,116.93,228,170
35296,Dendropanax arboreus,100.07,222.36,11.1
35297,Tetragastris balsamifera,NA,NA,10.1
35298,Casearia sylvestris,103.16,224.79,86
35299,Urera baccifera,104.5,229.41,19.9
35300,Cecropia schreberiana,NA,NA,24.7
54340,Schefflera morototoni,NA,NA,20.5
56922,Urera baccifera,NA,NA,11.2
56930,Urera baccifera,NA,NA,10.5
56931,Psychotria berteriana,100.06,232.82,13.8
56932,Piper glabrescens,NA,NA,10.3
56938,Dendropanax arboreus,NA,NA,10.1
56949,Psychotria brachiata,119.39,223.52,15.4
57765,Dendropanax arboreus,NA,NA,12.9
57766,Dendropanax arboreus,NA,NA,16.4
57767,Dendropanax arboreus,NA,NA,10.4
57769,Trichilia pallida,102.14,232.09,89
57770,Drypetes glauca,101,231.62,12.7
57771,Alchornea latifolia,NA,NA,14.4
57773,Cecropia schreberiana,100.43,231.88,119
57774,Cecropia schreberiana,NA,NA,40.4
57777,Guarea guidonia,102.85,230.98,74
57781,Manilkara bidentata,100.25,229.97,31.5
57782,Tetragastris balsamifera,101.14,227.06,19
57784,Trichilia pallida,NA,NA,90
57785,Cecropia schreberiana,102,224.32,100
57786,Schefflera morototoni,NA,NA,32
57788,Cecropia schreberiana,101.43,220.79,99
57794,Coffea arabica,NA,NA,14.1
57797,Casearia arborea,107.45,238.66,90
57798,Casearia sylvestris,113.21,237.27,75
57800,Manilkara bidentata,NA,NA,53
57801,Manilkara bidentata,112.58,234.38,98
57806,Miconia prasina,110.14,224.4,21.7
57819,Trichilia pallida,118.05,220.95,53.9
57821,Tetragastris balsamifera,119.91,221.17,20.5
57822,Tetragastris balsamifera,119.52,222.17,14.1
57823,Tetragastris balsamifera,119.39,221.86,12.7
57836,Casearia sylvestris,NA,NA,30.2
57839,Dacryodes excelsa,118.03,237.57,58
57840,Tabebuia heterophylla,118.74,237.37,27.8
10183,Manilkara bidentata,103.05,241.47,393
10186,Tabebuia heterophylla,104.94,252.12,109
10192,Dacryodes excelsa,109.27,255.5,178
10195,Dacryodes excelsa,109.08,253.88,99
10196,Inga laurina,105.17,245.12,153
10202,Dacryodes excelsa,110.57,254.36,363
10204,Dacryodes excelsa,118.94,259.59,364
10205,Dacryodes excelsa,119.21,256.5,375
10207,Schefflera morototoni,118.02,258.41,193
51135,Palicourea riparia,NA,NA,10.7
51137,Palicourea riparia,NA,NA,12.2
51138,Palicourea riparia,NA,NA,10.2
51142,Dacryodes excelsa,106.44,254.05,128
51146,Palicourea riparia,102.6,253.02,14.2
51147,Miconia prasina,NA,NA,11.5
63535,Tabebuia heterophylla,119.11,242.08,21.3
63536,MYRFAL,118.98,242.33,29.5
63537,Casearia sylvestris,116.44,249.71,63
