tag,sp,gx,gy,dbh
54009,Cecropia schreberiana,226.15,205.15,85
54010,Cecropia schreberiana,NA,NA,74
54014,Cecropia schreberiana,226.57,205.38,90
54015,Andira inermis,229.06,206.98,67
10861,Ocotea leucoxylon,220.67,228.18,14.3
10863,Sapium laurocerasus,222.17,226.27,288
10866,Casearia arborea,224.54,226.25,131
10870,Casearia arborea,222.03,235.09,169
10879,Casearia arborea,225.73,226.45,119
10882,Casearia arborea,227.5,222.99,265
10883,Cordia sulcata,226.66,223.41,158
10888,Ocotea leucoxylon,230.45,225.13,10.4
10889,Inga laurina,230.34,228.12,591
10895,Casearia arborea,235.3,237.69,216
10900,Casearia arborea,238.61,235.4,236
10901,Homalium racemosum,237.93,233.58,145
10902,BUCTET,236.93,233.44,1515
10903,Dacryodes excelsa,236.39,232.54,370
10908,Tabebuia heterophylla,239.11,223.67,172
36542,Miconia tetrandra,239.94,227.89,14.6
36543,Schefflera morototoni,239.35,229.3,17
36545,Schefflera morototoni,NA,NA,11.2
36549,Miconia tetrandra,237.76,229.36,10.6
36550,Ocotea leucoxylon,NA,NA,12.5
36557,Palicourea riparia,NA,NA,11.5
36558,Palicourea riparia,NA,NA,16.9
36559,Palicourea riparia,NA,NA,10.7
36560,Casearia arborea,235.57,234.92,44.4
36561,Schefflera morototoni,239.11,238.4,11.6
52501,Byrsonima spicata,221.09,225.67,11
52543,Palicourea riparia,NA,NA,17.5
52544,Casearia sylvestris,221.75,233.11,14.5
52545,Trichilia pallida,221.35,233.58,11.9
52546,Cordia borinquensis,221.73,233.85,10.4
52551,Schefflera morototoni,NA,NA,10.9
52552,Palicourea riparia,NA,NA,18.8
52553,Chionanthus domingensis,229.18,229.82,14
52554,Myrcia deflexa,228.76,230.13,13.2
52559,Palicourea riparia,230.69,231.96,11.5
52560,Schefflera morototoni,229,235.55,14.2
52563,Piper glabrescens,NA,NA,10.5
52564,Piper glabrescens,NA,NA,13
52565,Piper glabrescens,228.74,238.35,19.9
52567,Casearia arborea,NA,NA,10.5
52571,Schefflera morototoni,230.92,238.52,16.9
52572,Schefflera morototoni,232.53,239.11,24.5
52573,Alchorneopsis floribunda,233.71,239.46,13.1
52576,Palicourea riparia,NA,NA,10.5
52577,Alchornea latifolia,233.86,237,10.8
52579,Schefflera morototoni,232.31,234.73,15.5
52580,Ocotea leucoxylon,233.16,234.76,15.3
52581,Cecropia schreberiana,NA,NA,30.5
52582,Alchornea latifolia,NA,NA,12
52583,Ocotea leucoxylon,230.33,233.54,13
52584,Schefflera morototoni,234.53,234.75,25
52585,Guarea glabra,NA,NA,11.4
52586,Schefflera morototoni,233.99,234.93,15.5
52587,Laetia procera,NA,NA,14.5
52589,Piper glabrescens,NA,NA,11.5
52590,Byrsonima spicata,NA,NA,14.7
52592,Ocotea leucoxylon,NA,NA,10.4
52593,Piper glabrescens,NA,NA,11.2
52594,Piper glabrescens,NA,NA,10.2
58753,Gonzalagunia spicata,NA,NA,13.2
58757,Cecropia schreberiana,NA,NA,74
58762,Cecropia schreberiana,224.72,220.92,76
58763,Psychotria berteriana,NA,NA,20.7
58764,Casearia sylvestris,222.45,222.08,26.6
58766,Cecropia schreberiana,NA,NA,57
58769,Cecropia schreberiana,NA,NA,39.7
58770,Cecropia schreberiana,221.92,224.12,111
58771,Cecropia schreberiana,222.07,224.19,64
58772,Casearia sylvestris,220.59,225.12,76
58774,Cecropia schreberiana,NA,NA,45
58775,Casearia sylvestris,221.86,225.42,35
58777,Trichilia pallida,221.56,226.57,39.6
58781,Hirtella rugosa,220.99,227.08,49
58784,Cecropia schreberiana,NA,NA,40
58785,Psychotria brachiata,224.76,226.63,15.6
58787,Cecropia schreberiana,NA,NA,68
58788,Inga laurina,220.31,226.47,33.8
58792,Cecropia schreberiana,NA,NA,99
58796,Cordia borinquensis,223.08,229.6,21.5
58798,Casearia arborea,224.03,229.62,58
58801,Cecropia schreberiana,NA,NA,56
58802,Palicourea riparia,224,230.38,20.5
58803,Palicourea riparia,NA,NA,19.1
58805,Palicourea riparia,223.39,230.48,25.2
58806,Alchornea latifolia,223.29,230.79,14.8
58807,Cecropia schreberiana,NA,NA,58
58808,Cecropia schreberiana,NA,NA,53
58810,Cecropia schreberiana,221.68,230.92,98
58816,Cecropia schreberiana,221.12,230.76,36.2
58817,Trichilia pallida,220.46,230.88,45.5
58821,Palicourea riparia,NA,NA,19.8
58822,Psychotria berteriana,NA,NA,32.2
58824,Cordia borinquensis,223.53,238.28,61
58825,Psychotria berteriana,222.68,238.78,40
58826,Piper glabrescens,NA,NA,12.5
58828,Palicourea riparia,NA,NA,17
58832,Schefflera morototoni,225.82,237.49,36.8
58835,Cecropia schreberiana,226.36,239.99,140
58838,Palicourea riparia,NA,NA,15.5
58839,Cecropia schreberiana,228.98,239.94,106
58842,Miconia prasina,229.04,238.04,12.2
58850,Cecropia schreberiana,NA,NA,13.2
58855,Cordia sulcata,226.5,235.2,21
58860,Cecropia schreberiana,228.27,234.84,109
58862,Cecropia schreberiana,227.91,232.68,134
58863,Cecropia schreberiana,227.81,232.5,95
58871,Cecropia schreberiana,NA,NA,32.2
58873,Cecropia schreberiana,NA,NA,64
58874,Cecropia schreberiana,227.31,233.28,92
58878,Guarea glabra,225.91,229.12,26.7
58892,Casearia sylvestris,225.4,225.32,30
58894,Cecropia schreberiana,226.89,222.56,66
58895,Cecropia schreberiana,229.9,223.5,69
58912,Cecropia schreberiana,234.33,222.27,114
58915,Cecropia schreberiana,230.49,224.31,95
58916,Cecropia schreberiana,233.85,222.6,69
58920,Schefflera morototoni,231.63,229.94,19.9
58922,Alchorneopsis floribunda,NA,NA,25
58923,Schefflera morototoni,231.71,231.04,60
58924,Cecropia schreberiana,231.77,230.92,161
58925,Cecropia schreberiana,NA,NA,49
58926,Cecropia schreberiana,232.68,232.04,111
58929,Piper glabrescens,NA,NA,12.5
58934,Laetia procera,231.02,231.14,27.4
58939,Cecropia schreberiana,233.62,233.93,138
58940,Alchorneopsis floribunda,233.44,234.17,44
58941,Cecropia schreberiana,232.6,232.94,98
58942,Cecropia schreberiana,233,234.9,143
58943,Miconia prasina,234.29,234.96,25
58947,Inga laurina,234.7,234.07,45
58951,Miconia prasina,NA,NA,21.6
58955,Cecropia schreberiana,NA,NA,35.2
58956,Cecropia schreberiana,230.94,232.04,91
58957,Cecropia schreberiana,230.89,232.45,17
58959,Schefflera morototoni,230.8,234.84,26
58963,Dacryodes excelsa,232.68,237.97,26.3
58964,Myrcia deflexa,232.47,237.98,24.4
58970,Palicourea riparia,NA,NA,32
58971,Cecropia schreberiana,NA,NA,56
58972,Cecropia schreberiana,234.89,239.03,105
58973,Palicourea riparia,NA,NA,19.5
58974,Psychotria brachiata,NA,NA,12.5
58984,Cecropia schreberiana,NA,NA,53
58989,Cecropia schreberiana,NA,NA,26.1
58990,Miconia prasina,237.74,238.76,13.1
59001,Schefflera morototoni,239.88,238.55,38.3
59007,Palicourea riparia,NA,NA,13.9
59008,Palicourea riparia,NA,NA,21.5
59011,Palicourea riparia,NA,NA,16.2
59012,Palicourea riparia,NA,NA,15.9
59015,Byrsonima spicata,239.49,235.08,80
59034,Schefflera morototoni,239.96,235.89,18.9
59038,Palicourea riparia,239.08,234.87,13.3
59039,Myrcia leptoclada,237.64,233.95,49
59042,Hirtella rugosa,236.18,232.41,39.2
59045,Palicourea riparia,NA,NA,22.6
59051,Schefflera morototoni,NA,NA,15.5
59053,Schefflera morototoni,238.04,229.27,47
59058,Cecropia schreberiana,238.14,228.55,60
59060,Meliosma herbertii,235.46,230.06,18.5
59061,Cecropia schreberiana,235.98,229.76,69
10390,Inga laurina,224.46,245.85,195
10391,Schefflera morototoni,224.83,246.25,272
10406,Inga laurina,230.24,245.96,123
10407,Casearia sylvestris,229.79,240.32,131
10409,Inga laurina,230.81,245.98,163
51206,Palicourea riparia,NA,NA,15.1
51207,Ocotea leucoxylon,236.61,248.81,11.5
51208,Piper glabrescens,NA,NA,11.5
51334,Cecropia schreberiana,235.15,242.49,150
52632,Piper blattarum,222.58,242.94,10.4
52633,Guarea guidonia,223.66,244.08,12.6
52634,Piper glabrescens,NA,NA,10.1
52638,Casearia sylvestris,222.66,253.15,35.6
52639,Dendropanax arboreus,222.11,253.3,11.7
52664,Andira inermis,227.44,242.93,13.1
52665,Inga laurina,226.6,245.2,25
52666,Psychotria berteriana,NA,NA,14.5
52667,Casearia arborea,233.95,240.83,15.8
52673,Piper glabrescens,NA,NA,12.8
52693,Casearia arborea,234.04,240.69,28.2
52695,UNIDEN,NA,NA,41
52696,Cecropia schreberiana,234.73,246.55,45
52697,Psychotria berteriana,NA,NA,19.4
52700,Piper glabrescens,NA,NA,11.1
61524,Schefflera morototoni,NA,NA,33.6
61539,Schefflera morototoni,NA,NA,18.4
61540,Cecropia schreberiana,NA,NA,91
61541,Cecropia schreberiana,235.37,252.89,91
61542,Casearia arborea,236.09,250.92,119
61543,Cecropia schreberiana,NA,NA,42.7
61545,Schefflera morototoni,235.74,253.97,19.5
61546,Psychotria berteriana,NA,NA,69
61551,Alchornea latifolia,238.74,256.05,23
61554,Alchorneopsis floribunda,238.45,256.02,25.2
61556,Alchornea latifolia,237.17,255.05,15.4
61561,Cecropia schreberiana,235.43,257.17,101
61563,Alchorneopsis floribunda,NA,NA,14.6
61564,Cecropia schreberiana,235.26,255.39,102
61565,Cecropia schreberiana,235.32,258.47,81
61582,Cecropia schreberiana,233.57,258.4,79
61583,Cecropia schreberiana,NA,NA,24
61592,Cecropia schreberiana,233.74,256.91,85
61593,Psychotria berteriana,232.49,255.37,53
61595,Psychotria berteriana,NA,NA,43
61597,Psychotria berteriana,231.76,254.68,51
61598,Cecropia schreberiana,232.3,254.71,132
61601,Cecropia schreberiana,NA,NA,12.1
61606,Cecropia schreberiana,230.91,252.62,136
61610,Psychotria berteriana,233.6,253.37,32.4
61615,Piper blattarum,234.1,253.19,13.6
61618,Cecropia schreberiana,234.44,252.1,118
61619,Cecropia schreberiana,233.74,250.65,79
61626,Schefflera morototoni,232.39,251.2,22.6
61627,Cecropia schreberiana,NA,NA,52
61629,Cecropia schreberiana,233.34,248.29,124
61630,Casearia arborea,231.28,248.23,56
61631,Cecropia schreberiana,NA,NA,49
61632,Casearia sylvestris,NA,NA,64
61633,Cecropia schreberiana,230.28,241.35,122
61634,Inga laurina,230.22,241.66,80
61635,Cordia borinquensis,228.98,240.88,28
61636,Cecropia schreberiana,NA,NA,72
61637,Cecropia schreberiana,NA,NA,69
61638,Cecropia schreberiana,NA,NA,70
61639,Cecropia schreberiana,NA,NA,39
61641,Psychotria berteriana,226.84,243.47,30
61642,Cecropia schreberiana,NA,NA,97
61643,Cecropia schreberiana,228.5,245.09,112
61645,Cecropia schreberiana,229.25,248.63,65
61646,Cecropia schreberiana,229.44,250.31,193
61648,Cecropia schreberiana,226.56,248.58,175
61649,Cecropia schreberiana,229.25,251.1,112
61653,Casearia arborea,NA,NA,16.9
61654,Manilkara bidentata,226.98,250.7,19.4
61659,Cecropia schreberiana,NA,NA,71
61663,Cecropia schreberiana,226.37,255.96,213
61665,Cecropia schreberiana,228.97,256.51,150
61666,Cecropia schreberiana,NA,NA,79
61670,Trema micrantha,NA,NA,67
61675,Ochroma pyramidale,223.19,259.79,257
61678,Piper hispidum,NA,NA,16.1
61684,Cecropia schreberiana,220.49,259.03,107
61688,Cecropia schreberiana,221.96,255.3,155
61691,Cecropia schreberiana,220.74,254.4,123
61692,Cecropia schreberiana,NA,NA,98
61701,Piper glabrescens,NA,NA,13.3
61704,Cecropia schreberiana,NA,NA,54
61710,Cecropia schreberiana,222.94,250.05,61
61711,Piper glabrescens,NA,NA,13.1
61717,Cecropia schreberiana,221.33,251.08,142
61718,Alchornea latifolia,NA,NA,19.8
61719,Piper glabrescens,NA,NA,13.7
61723,Guarea guidonia,221.33,250.75,10.4
61730,Psychotria berteriana,220.2,248.83,60
61735,Psychotria berteriana,222.41,249.18,33.4
61736,Cecropia schreberiana,222.43,249.41,143
61737,Cecropia schreberiana,NA,NA,44.9
61738,Cecropia schreberiana,221.71,247.06,98
61740,Casearia arborea,221.47,247.63,18.5
61745,Cecropia schreberiana,NA,NA,41.7
61746,Piper glabrescens,NA,NA,11.8
61747,Piper glabrescens,NA,NA,13.3
61749,Piper glabrescens,NA,NA,13.8
61750,Piper glabrescens,NA,NA,13.6
61751,Casearia sylvestris,223.51,246.87,58
61757,Piper glabrescens,NA,NA,18.6
61758,Guarea guidonia,223.3,245.44,31.6
61761,Miconia prasina,NA,NA,12.7
61770,Andira inermis,223.86,243.07,23.6
61773,Cecropia schreberiana,NA,NA,36.7
61776,Cecropia schreberiana,NA,NA,54
61778,Cordia borinquensis,NA,NA,20.3
61779,Psychotria berteriana,221.05,240.42,18.9
61782,Psychotria berteriana,220.81,241.49,31.8
61790,Piper glabrescens,NA,NA,11.2
61792,Piper glabrescens,NA,NA,10.8
61793,Gonzalagunia spicata,NA,NA,15.1
61794,Cecropia schreberiana,220.82,244.76,56
12461,Sapium laurocerasus,227.89,272.3,343
12472,Andira inermis,232.69,274.22,182
37321,Gonzalagunia spicata,NA,NA,12.7
49308,Piper glabrescens,NA,NA,11.8
49313,Ocotea leucoxylon,NA,NA,14
49314,Piper hispidum,NA,NA,13
49315,Guarea guidonia,220.33,266.35,11.3
49316,Urera baccifera,NA,NA,11
49317,Urera baccifera,NA,NA,15
49319,Ocotea sintensis,223.23,266.48,10.5
49322,Psychotria grandis,NA,NA,13.2
49323,Guarea guidonia,222.64,267.75,12.5
49324,Palicourea riparia,222.08,267.38,10.5
49325,Piper glabrescens,NA,NA,12.5
49326,Piper glabrescens,NA,NA,10.8
49328,Palicourea riparia,NA,NA,12
49329,Byrsonima spicata,223.74,268.16,15
49330,Casearia sylvestris,221.89,271.51,15.1
49331,Ocotea leucoxylon,221.83,271.23,12.2
49333,Piper glabrescens,NA,NA,15.7
49334,Piper glabrescens,NA,NA,15
49335,Piper glabrescens,NA,NA,10.3
49337,Inga laurina,224.32,276.14,29
49338,Casearia sylvestris,224.49,277.3,19
49345,Piper glabrescens,NA,NA,10.8
49346,Piper glabrescens,NA,NA,13
49347,Piper glabrescens,NA,NA,11.4
49348,Comocladia glabra,NA,NA,10.6
49349,Piper glabrescens,NA,NA,12
49352,Piper hispidum,NA,NA,11.5
49354,Ocotea sintensis,224.16,278.78,16.3
49377,Piper glabrescens,NA,NA,10.6
49378,Piper glabrescens,NA,NA,10.2
49381,Psychotria brachiata,226.03,275.71,10.5
49382,Psychotria brachiata,225.95,275.47,12.9
49387,Piper glabrescens,NA,NA,11.7
49389,Alchornea latifolia,NA,NA,10.4
49390,Piper glabrescens,NA,NA,10.8
49394,Psychotria berteriana,NA,NA,18.3
49398,Casearia sylvestris,230.85,274.34,11.6
49399,Sloanea berteriana,233.66,268.99,15.1
49400,Piper glabrescens,NA,NA,11
49404,BUCTET,236.59,260.62,11.9
49410,Psychotria brachiata,232.83,277.96,11.6
49411,Casearia sylvestris,230.32,279.57,11.7
49417,Ocotea sintensis,NA,NA,10.7
49419,Piper hispidum,NA,NA,10.3
67783,Cecropia schreberiana,238.81,262.76,126
67786,Cordia borinquensis,NA,NA,20.6
67793,Andira inermis,239.79,263.8,13.5
67827,Piper glabrescens,NA,NA,15.6
67829,Homalium racemosum,239.62,267.2,10.1
67870,Gonzalagunia spicata,NA,NA,15.7
67883,Alchornea latifolia,233.78,273.42,20
67936,Inga vera,221.28,273.25,19
68326,Sapium laurocerasus,220.4,277.99,21
68329,Sapium laurocerasus,220.49,276.55,56
68330,Cecropia schreberiana,NA,NA,99
68340,Piper glabrescens,NA,NA,13
68345,Trichilia pallida,224.59,269.58,47.7
68347,Cecropia schreberiana,223.55,268.37,77
68348,Cecropia schreberiana,223.77,268.65,90
68349,Guarea guidonia,222.39,266.92,35
68350,Schefflera morototoni,NA,NA,18
68352,Guarea guidonia,222.92,267.85,22
68353,Schefflera morototoni,NA,NA,15
68356,Casearia sylvestris,NA,NA,14
68357,Casearia sylvestris,NA,NA,26.8
68362,Casearia sylvestris,NA,NA,19
68372,Guarea guidonia,221.21,266.11,17
68373,Cecropia schreberiana,222.01,264.79,126
68375,Alchornea latifolia,223.55,266.49,23
68379,Cecropia schreberiana,221.73,262.96,51
68386,Cecropia schreberiana,223.13,262.3,142
68387,Cecropia schreberiana,NA,NA,36.5
68394,Cecropia schreberiana,223.2,261.98,79
68395,Piper glabrescens,NA,NA,13.5
68396,Cecropia schreberiana,224.09,261.67,96
68400,Trichilia pallida,226.32,265.6,28.9
68407,Schefflera morototoni,228.55,261.33,19.8
68413,Trichilia pallida,227.1,273.02,69
68416,Schefflera morototoni,NA,NA,12.7
68425,Alchornea latifolia,NA,NA,16.7
68430,Psychotria berteriana,NA,NA,20.7
68435,Cecropia schreberiana,234.49,260.44,174
12979,Myrcia splendens,221.14,291.79,228
12982,Myrcia splendens,220.36,298.12,197
12984,Cordia sulcata,230.08,296.96,220
12997,Sloanea berteriana,235.4,292.23,241
37032,Inga vera,233.52,282.85,43.8
37309,Trichilia pallida,225.95,285.27,13.6
37313,Comocladia glabra,229,288.43,11.9
37314,Piper glabrescens,225.55,284.63,12.7
37315,Casearia sylvestris,NA,NA,13.1
37318,Piper glabrescens,NA,NA,10.4
37319,Casearia sylvestris,NA,NA,12
37320,Piper glabrescens,NA,NA,13.4
37333,Inga vera,238.85,287.6,10.9
37334,Gonzalagunia spicata,NA,NA,10.3
37335,Cecropia schreberiana,236.56,287.78,70
37341,Alchornea latifolia,238.93,283.84,20.3
37371,Gonzalagunia spicata,NA,NA,12.8
37375,Comocladia glabra,NA,NA,10.6
37376,Alchornea latifolia,NA,NA,22.4
37386,Psychotria berteriana,NA,NA,25.7
37395,Ocotea leucoxylon,230.54,284.54,25.2
37396,Casearia arborea,232.9,284.29,14.7
37397,Piper glabrescens,NA,NA,10.8
37445,Psychotria brachiata,223.91,280.45,16.4
37448,Comocladia glabra,NA,NA,11.3
37449,Ocotea leucoxylon,220.99,286.54,11.5
37492,Piper hispidum,NA,NA,10.3
37497,Psychotria brachiata,233.88,285.79,15.7
37500,Dendropanax arboreus,NA,NA,12
68106,Psychotria berteriana,237.72,282.5,43
68119,Ocotea sintensis,235.95,289.71,16.5
68123,Dendropanax arboreus,NA,NA,18.4
68128,Cecropia schreberiana,236.9,295.21,132
68133,Sloanea berteriana,233.44,299.5,21
68134,Schefflera morototoni,230.96,299.04,33.2
68139,Miconia impetiolaris,231.96,295.16,29.6
68151,Cecropia schreberiana,232.33,293.11,120
68160,Cordia borinquensis,234.55,291.41,45.3
68162,Sapium laurocerasus,233.92,290.35,55
68163,Schefflera morototoni,NA,NA,25.2
68164,Cecropia schreberiana,232.99,290.98,109
68174,Psychotria berteriana,NA,NA,42.5
68178,Guarea guidonia,230.23,285.93,26.2
68179,Miconia impetiolaris,228.82,287.4,21.9
68180,Miconia prasina,230.74,285.98,40.6
68182,Miconia impetiolaris,NA,NA,22
68187,Guarea guidonia,233.67,287.25,33.1
68215,Guarea guidonia,228.64,281.6,46.3
68217,Alchorneopsis floribunda,NA,NA,44.9
68221,Casearia sylvestris,226.2,285.27,36.6
68227,Trichilia pallida,228.8,288.79,75
68229,Miconia impetiolaris,229.3,292.73,11.7
68230,Piper glabrescens,NA,NA,11.6
68233,Manilkara bidentata,NA,NA,13
68236,Comocladia glabra,NA,NA,12.8
68237,Psychotria berteriana,NA,NA,36.2
68238,Psychotria berteriana,NA,NA,33.6
68239,Cecropia schreberiana,228.16,297.06,90
68241,Casearia sylvestris,228.73,298.03,17.2
68245,Psychotria brachiata,NA,NA,15.8
68247,Ocotea leucoxylon,NA,NA,16.2
68249,Schefflera morototoni,NA,NA,25.3
68250,Schefflera morototoni,224.13,298.77,55.9
68251,Psychotria berteriana,222.75,297.53,53.4
68256,Schefflera morototoni,220.64,298.98,46
68259,Urera baccifera,NA,NA,23.3
68263,Comocladia glabra,NA,NA,13.9
68264,Cecropia schreberiana,221.73,295.25,41.3
68267,Cecropia schreberiana,NA,NA,41.3
68269,Urera baccifera,NA,NA,19.3
68274,Urera baccifera,NA,NA,26.5
68279,Schefflera morototoni,222.24,294.26,116
68280,Schefflera morototoni,NA,NA,27.4
68282,Cecropia schreberiana,220.83,294.1,65.7
68283,Psychotria berteriana,NA,NA,32.5
68287,Trichilia pallida,224.06,291.19,79
68292,Cecropia schreberiana,NA,NA,45.5
68309,Schefflera morototoni,NA,NA,75
68311,Ocotea sintensis,221.26,286.26,14.7
68312,Cecropia schreberiana,222.13,285.61,123
68318,Sapium laurocerasus,224.28,281.75,71
68319,Schefflera morototoni,224.47,281.57,33.3
68323,Cecropia schreberiana,220.04,281.44,219
68325,Gonzalagunia spicata,NA,NA,23.2
141403,Ocotea leucoxylon,232.46,286.7,49
13917,Guarea guidonia,223.5,303.75,206
13922,Guarea guidonia,228.1,316.57,424
13923,Guarea guidonia,226.14,300.58,677
13927,Cordia sulcata,234.7,309.68,273
13929,Cordia sulcata,231.15,314.41,175
13938,Inga laurina,238.57,311.11,121
37101,Piper glabrescens,NA,NA,12.8
37109,Psychotria brachiata,237.04,307.63,12.4
37110,Urera baccifera,236.46,307.43,17.2
37111,Palicourea riparia,NA,NA,17.8
37112,Alchornea latifolia,238.73,302.85,13
37114,Piper glabrescens,NA,NA,10.5
37127,Inga laurina,239.96,301.68,11.9
37128,Piper glabrescens,NA,NA,13.4
37129,BUCTET,232.64,305.92,12.3
37130,Byrsonima spicata,233.99,305.09,13
37131,Piper glabrescens,NA,NA,11.4
37133,Psychotria berteriana,NA,NA,31.3
37134,Alchorneopsis floribunda,NA,NA,14.7
37135,Cordia sulcata,NA,NA,10.5
37136,Piper jacquemontianum,NA,NA,13.1
37140,Piper glabrescens,NA,NA,11
37143,Piper glabrescens,NA,NA,11
38774,Miconia racemosa,NA,NA,10.1
79760,Dacryodes excelsa,232.01,319.87,32.4
80138,Urera baccifera,NA,NA,21
80152,Ocotea leucoxylon,222.06,305.89,22.5
80153,Palicourea riparia,NA,NA,19.2
80159,Urera baccifera,223.87,309.37,19.2
80167,Casearia arborea,222.67,309.63,118
80178,Cecropia schreberiana,NA,NA,32.1
80184,Schefflera morototoni,NA,NA,33.1
80186,Cecropia schreberiana,NA,NA,80
80187,Cecropia schreberiana,224.85,313.45,75
80188,Trichilia pallida,NA,NA,36
80194,Urera baccifera,NA,NA,31.5
80196,Urera baccifera,220.35,315.52,33.2
80200,Urera baccifera,NA,NA,25.6
80201,Urera baccifera,221.32,316.33,50
80203,Urera baccifera,221.02,316.28,33.1
80204,Urera baccifera,221.85,315.57,58
80205,Schefflera morototoni,NA,NA,52.6
80209,Schefflera morototoni,NA,NA,29.8
80212,Inga vera,NA,NA,15.2
80215,Piper glabrescens,NA,NA,12.7
80217,Psychotria berteriana,NA,NA,20.5
80218,Cecropia schreberiana,NA,NA,65
80222,Psychotria berteriana,NA,NA,53
80223,Casearia sylvestris,228.48,319.6,42.9
80226,Schefflera morototoni,NA,NA,17.4
80229,Cecropia schreberiana,227.04,316.2,78
80231,Schefflera morototoni,NA,NA,28.5
80234,Cecropia schreberiana,226.38,314.17,116
80236,Psychotria berteriana,NA,NA,37.5
80237,Cecropia schreberiana,NA,NA,50
80238,Cecropia schreberiana,NA,NA,50
80242,Cecropia schreberiana,226.04,310.17,79
80245,Schefflera morototoni,NA,NA,34
80249,Piper jacquemontianum,NA,NA,13.4
80258,Urera baccifera,226.06,309.75,21.1
80265,Cecropia schreberiana,NA,NA,73
80266,Cecropia schreberiana,NA,NA,68
80269,Miconia impetiolaris,NA,NA,47
80274,Alchorneopsis floribunda,226.04,305.58,72
80275,Urera baccifera,226.05,305.3,30.5
80276,Urera baccifera,NA,NA,29.4
80288,Dendropanax arboreus,228.99,303.56,18.5
80296,Alchorneopsis floribunda,229.97,300.08,40.5
80307,Laetia procera,NA,NA,15.4
80308,Comocladia glabra,230.37,300.37,16.3
80313,Byrsonima spicata,NA,NA,12
80314,Cecropia schreberiana,234.84,300.25,105
80316,Piper glabrescens,NA,NA,13.8
80317,Casearia arborea,235.77,300.94,34.6
80318,Cordia sulcata,NA,NA,13.5
80319,Piper glabrescens,NA,NA,18.1
80320,Alchorneopsis floribunda,234.93,304.89,66
80321,Alchorneopsis floribunda,234.98,304.73,73
80322,Alchorneopsis floribunda,NA,NA,71
80325,Inga vera,233.1,305.92,16
80326,Alchornea latifolia,232.99,305.99,17.4
80327,Psychotria berteriana,NA,NA,39.1
80336,Piper glabrescens,NA,NA,10.7
80341,Casearia arborea,233.5,312.65,99
80347,Cecropia schreberiana,NA,NA,65
80350,Cecropia schreberiana,NA,NA,64
80351,Cordia sulcata,NA,NA,14.3
80352,Psychotria brachiata,230.93,317.33,16.6
80361,Alchorneopsis floribunda,NA,NA,19.6
80362,Miconia prasina,NA,NA,10.7
80370,Piper glabrescens,NA,NA,10.9
80373,Piper glabrescens,NA,NA,10.5
80374,Gonzalagunia spicata,NA,NA,15.1
80377,Piper glabrescens,NA,NA,11.3
80379,Piper glabrescens,NA,NA,12.1
80381,Piper glabrescens,NA,NA,16
80399,Casearia sylvestris,239.17,302.85,26.8
80405,Cecropia schreberiana,NA,NA,35.5
80406,Schefflera morototoni,NA,NA,12.7
80407,Cecropia schreberiana,239.75,302.26,126
80408,Dendropanax arboreus,237.53,300.04,20.9
80409,Psychotria berteriana,239.93,301.12,31.9
80411,Piper glabrescens,NA,NA,14.4
14691,Alchornea latifolia,224.82,325.78,132
14697,Schefflera morototoni,228.26,333.47,313
14699,Inga laurina,226.75,331.03,143
14709,Guarea guidonia,234.44,333.56,804
14710,Homalium racemosum,231.96,339.37,276
38760,Piper glabrescens,NA,NA,10.5
38761,Piper glabrescens,NA,NA,12.1
38762,Psychotria brachiata,220.84,328.4,12.4
38767,Palicourea riparia,NA,NA,10.7
38769,Piper glabrescens,NA,NA,11.1
38772,Piper glabrescens,NA,NA,10.3
38777,Byrsonima spicata,228.04,326.42,12.7
38782,Piper glabrescens,234.09,338.3,10.1
38783,Piper glabrescens,NA,NA,10.1
38784,Piper glabrescens,NA,NA,10.7
38785,Piper glabrescens,NA,NA,10.3
38786,Piper glabrescens,NA,NA,12
38787,Piper glabrescens,NA,NA,10.3
38788,Piper glabrescens,NA,NA,10.1
78600,Psychotria berteriana,NA,NA,43
78649,Psychotria berteriana,NA,NA,46.4
78656,Psychotria berteriana,NA,NA,43.5
78666,Piper glabrescens,NA,NA,13.8
78667,Inga vera,222.61,320.33,30.9
78668,Inga vera,223.23,320.53,65
78674,Cecropia schreberiana,224.64,320.53,107
78675,Piper glabrescens,NA,NA,12.1
78677,Miconia impetiolaris,222.47,326.32,25.3
78681,Psychotria berteriana,NA,NA,44.1
78682,Inga vera,220.33,327.86,16.5
78683,Miconia impetiolaris,220.51,328.2,11.9
78684,Miconia impetiolaris,220.87,328.81,24.4
78686,Piper hispidum,NA,NA,12.1
78690,Psychotria berteriana,NA,NA,52
78691,Psychotria berteriana,NA,NA,42
78699,Miconia impetiolaris,221.05,328.86,20.5
78700,Cordia borinquensis,NA,NA,17.1
78701,Cecropia schreberiana,220.38,332.64,149
78703,Inga laurina,224.58,331.7,51
78706,Casearia sylvestris,224.9,330.95,14.2
78709,Cecropia schreberiana,224.86,333.61,103
78727,Cecropia schreberiana,224.76,338.97,109
78734,Cecropia schreberiana,NA,NA,71
78735,Cecropia schreberiana,223.19,339.9,155
78746,Piper glabrescens,NA,NA,10.9
78748,Piper glabrescens,NA,NA,13.5
78755,Sloanea berteriana,227.57,337.49,26.4
78757,Cecropia schreberiana,227.45,338.47,124
78758,Cecropia schreberiana,NA,NA,46.9
78759,Piper glabrescens,NA,NA,13.6
78766,Piper glabrescens,NA,NA,12.1
