sp,wsg
Lithocarpus glaber,0.573
Lithocarpus glaber,0.532
Lithocarpus glaber,0.537
Lithocarpus gracilis,0.49
Lithocarpus handelianus,0.796
Lithocarpus handelianus,0.726
Lithocarpus hemisphaericus,0.585
Lithocarpus hystrix,0.62
Lithocarpus indet,0.577
Lithocarpus induta,0.68
Lithocarpus javensis,0.57
Lithocarpus kingianus,0.8
Lithocarpus korthalsii,0.72
Lithocarpus kunstleri,0.88
Lithocarpus lampadarius,0.82
Lithocarpus lampadarius,0.76
Lithocarpus longipedicellatus,0.61
Lithocarpus longipedicellatus,0.629
Lithocarpus longipedicellatus,0.57
Lithocarpus longipedicellatus,0.589
Lithocarpus lucida,0.6
Lithocarpus lucida,0.76
Lithocarpus maingayi,0.67
Lithocarpus megacarpus,0.63
Lithocarpus mucronatus,0.44
Lithocarpus omalokos,0.71
Lithocarpus perclusus,0.577
Lithocarpus podocarpus,0.68
Lithocarpus pseudo-molucca,0.64
Lithocarpus rassa,0.77
Lithocarpus rassa,0.86
Lithocarpus schlechteri,0.61
Lithocarpus scortechinii,0.88
Lithocarpus silvicolarum,0.54
Lithocarpus soleriana,0.74
Lithocarpus sultii,0.86
Lithocarpus sundaica,0.65
Lithocarpus sundaica,0.48
Lithocarpus sundaica,0.46
Lithocarpus symingtonianus,0.85
Lithocarpus vestitus,0.72
Lithocarpus wangianus,0.56
Lithraea brasiliensis,0.98
Lithraea molleoides,0.49
Lithraea molleoides,0.413
Lithraea molleoides,0.52
Litsea accedens,0.47
Litsea accedentoides,0.36
Litsea albayana,0.36
Litsea amara,0.67
Litsea angulata,0.36
Litsea artocarpifolia,0.34
Litsea baviensis,0.413
Litsea baviensis,0.43
Litsea baviensis,0.44
Litsea baviensis,0.458
Litsea bindoniana,0.456
Litsea bindoniana,0.443
Litsea brachystachya,0.39
Litsea breviumbellata,0.42
Litsea calicaris,0.51
Litsea calophyllantha,0.51
Litsea castanea,0.41
Litsea chinensis,0.6
Litsea confusa,0.32
Litsea cordata,0.35
Litsea cordata,0.37
Litsea costalis,0.34
Litsea crassifolia,0.49
Litsea cubeba,0.31
Litsea curtisii,0.31
Litsea curtisii,0.34
Litsea diversifolia,0.46
Litsea domarensis,0.396
Litsea elliptica,0.41
Litsea elliptica,0.49
Litsea ferruginea,0.3
Litsea ferruginea,0.51
Litsea ferruginea,0.55
Litsea firma,0.45
Litsea firma,0.34
Litsea firma,0.43
Litsea firma,0.41
Litsea fulva,0.51
Litsea garciae,0.356
Litsea glutinosa,0.443
Litsea glutinosa,0.56
Litsea gracilipes,0.37
Litsea grandis,0.45
Litsea grandis,0.39
Litsea grandis,0.46
Litsea indet,0.478
Litsea irianensis,0.42
Litsea lancilimba,0.595
Litsea lancilimba,0.44
Litsea lancilimba,0.56
Litsea leefeana,0.439
Litsea leefeana,0.411
Litsea leefeana,0.42
Litsea leefeana,0.413
Litsea leytensis,0.34
Litsea machilifolia,0.31
Litsea machilifolia,0.36
Litsea mappacea,0.36
Litsea megacarpa,0.34
Litsea monopetala,0.445
Litsea monopetala,0.445
Litsea monopetala,0.41
Litsea monopetala,0.38
Litsea monopetala,0.448
Litsea monopetala,0.409
Litsea monticola,0.4
Litsea myristicaefolia,0.42
Litsea nidularis,0.32
Litsea nidularis,0.35
Litsea noronhae,0.5
Litsea oppositifolia,0.51
Litsea petiolata,0.48
Litsea polyantha,0.46
Litsea resinosa,0.34
Litsea resinosa,0.33
Litsea reticulata,0.446
Litsea reticulata,0.412
Litsea reticulata,0.456
Litsea robusta,0.31
Litsea robusta,0.43
Litsea sebifera,0.6
Litsea teysmanni,0.39
Litsea teysmanni,0.37
Litsea tomentosa,0.46
Litsea tomentosa,0.63
Litsea umbellata,0.34
Litsea vang,0.452
Litsea velutina,0.42
Livistona rotundifolia,0.71
Loesenera kalantha,0.646
Lomatia fraxinifolia,0.839
Lomatia hirsuta,0.473
Lomatia indet,0.745
Lonchocarpus araripensis,0.85
Lonchocarpus campestris,0.89
Lonchocarpus capassa,0.758
Lonchocarpus castilloi,0.51
Lonchocarpus constrictus,0.93
Lonchocarpus costaricensis,0.64
Lonchocarpus eriocarinalis,0.97
Lonchocarpus hedyosmus,0.784
Lonchocarpus hedyosmus,0.77
Lonchocarpus hedyosmus,0.76
Lonchocarpus heptaphyllus,0.6
Lonchocarpus heptaphyllus,0.74
Lonchocarpus heptaphyllus,0.674
Lonchocarpus heptaphyllus,0.733
Lonchocarpus hondurensis,0.83
Lonchocarpus hylobius,0.67
Lonchocarpus indet,0.69
Lonchocarpus lilloi,0.64
Lonchocarpus margaritensis,0.75
Lonchocarpus minimiflorus,0.78
Lonchocarpus muehlbergianus,0.72
Lonchocarpus muehlbergianus,0.602
Lonchocarpus muehlbergianus,0.54
Lonchocarpus nelsii,0.771
Lonchocarpus parviflorus,0.89
Lonchocarpus peninsularis,0.79
Lonchocarpus sericeus,0.78
Lonchocarpus sericeus,0.784
Lonchocarpus sericeus,0.46
Lonchocarpus sericeus,0.75
Lonchocarpus sericeus,0.75
Lonchocarpus stramineus,0.75
Lonchocarpus unifoliolatus,0.86
Lonchocarpus velutinus,0.75
Lophira alata,0.775
Lophira alata,0.878
Lophira alata,0.921
Lophira alata,0.963
Lophira alata,0.904
Lophira alata,0.856
Lophira alata,0.882
Lophira alata,0.881
Lophira alata,0.883
Lophira alata,0.892
Lophira alata,0.893
Lophira alata,0.893
Lophira alata,0.894
Lophira alata,0.896
Lophira alata,0.898
Lophira alata,0.906
Lophira alata,0.91
Lophira alata,0.928
Lophira alata,0.934
Lophira alata,0.945
Lophira alata,0.95
Lophira alata,0.978
Lophira alata,0.982
Lophira alata,0.809
Lophira alata,0.966
Lophira alata,0.9
Lophira alata,0.72
Lophira alata,0.94
Lophira alata,0.86
Lophira alata,0.87
Lophira lanceolata,0.792
Lophopetalum beccarianum,0.51
Lophopetalum javanum,0.43
Lophopetalum javanum,0.36
Lophopetalum ledermannii,0.46
Lophopetalum littorale,0.92
Lophopetalum maingayi,0.84
Lophopetalum micranthum,0.39
Lophopetalum oblongum,0.54
Lophopetalum pachyphyllum,0.38
Lophopetalum reflexum,0.78
Lophopetalum subobovatum,0.54
Lophopetalum torricellense,0.38
Lophopetalum toxicum,0.41
Lophopetalum wallichii,0.427
Lophopetalum wightianum,0.37
Lophostemon confertus,0.73
Lophostemon confertus,0.724
Lophostemon confertus,0.758
Lophostemon confertus,0.762
Lophostemon confertus,0.758
Lophostemon grandiflorus,0.926
Lophostemon grandiflorus,0.926
Lophostemon suaveolens,0.691
Lophostemon suaveolens,0.704
Lophostemon suaveolens,0.758
Lophostemon suaveolens,0.551
Lophostemon suaveolens,0.758
Lophostemon suaveolens,0.6
Loreya arborescens,0.6
Loreya mespiloides,0.6
Loropetalum chinense,0.814
Lotus scoparius,0.74
Lovoa swynnertonii,0.568
Lovoa swynnertonii,0.564
Lovoa trichilioides,0.448
Lovoa trichilioides,0.44
Lovoa trichilioides,0.387
Lovoa trichilioides,0.469
Lovoa trichilioides,0.447
Lovoa trichilioides,0.522
Lovoa trichilioides,0.39
Lovoa trichilioides,0.402
Lovoa trichilioides,0.455
Lovoa trichilioides,0.473
Lovoa trichilioides,0.475
Lovoa trichilioides,0.498
Lovoa trichilioides,0.532
Lovoa trichilioides,0.455
Lovoa trichilioides,0.469
Lovoa trichilioides,0.45
Lovoa trichilioides,0.4
Lovoa trichilioides,0.48
Lovoa trichilioides,0.45
Loxopterygium huasango,0.73
Loxopterygium sagotii,0.56
Loxopterygium sagotii,0.585
Loxopterygium sagotii,0.54
Ludia indet,0.81
Ludia indet,0.814
Luehea candida,0.91
Luehea cymulosa,0.48
Luehea divaricata,0.64
Luehea divaricata,0.533
Luehea divaricata,0.516
Luehea indet,0.5
Luehea paniculata,0.54
Luehea seemannii,0.417
Lueheopsis duckeana,0.62
Lueheopsis duckeana,0.58
Lueheopsis duckeana,0.629
Lueheopsis duckeana,0.61
Lueheopsis duckeana,0.64
Lueheopsis rosea,0.33
Lueheopsis rugosa,0.53
Lueheopsis rugosa,0.551
Lueheopsis rugosa,0.56
Lumnitzera littorea,0.67
Lumnitzera littorea,0.67
Lumnitzera littorea,0.663
Lumnitzera littorea,0.744
Lumnitzera racemosa,0.71
Lunania mexicana,0.58
Lunania parviflora,0.635
Lycianthes banahaensis,0.44
Lysicarpus angustifolius,0.689
Lysicarpus angustifolius,0.689
Lysidice rhodostegia,0.525
Lysiloma bahamensis,0.6
Lysiloma indet,0.63
Lysiloma latisiliqua,0.65
Lysiloma latisiliquum,0.62
Lysiloma microphyllum,0.92
Mabea biglandulosa,0.57
Mabea nitida,0.7
Mabea nitida,0.6
Mabea nitida,0.64
Mabea piriri,0.59
Mabea piriri,0.603
Mabea piriri,0.6
Mabea speciosa,0.67
Mabea speciosa,0.6
Mabea subserrulata,0.6
Mabea subsessilis,0.6
Maburea trinervis,0.818
Macadamia hildebrandii,0.58
Macadamia ternifolia,0.895
Macadamia whelanii,0.481
Macadamia whelanii,0.857
Macaranga aleuritoides,0.24
Macaranga aleuritoides,0.327
Macaranga beccariana,0.29
Macaranga bicolor,0.299
Macaranga brevipetiolata,0.6
Macaranga capensis,0.416
Macaranga capensis,0.45
Macaranga capensis,0.482
Macaranga celebica,0.51
Macaranga conglomerata,0.416
Macaranga conglomerata,0.413
Macaranga conifera,0.33
Macaranga denticulata,0.458
Macaranga denticulata,0.33
Macaranga denticulata,0.491
Macaranga denticulata,0.455
Macaranga diepenhorstii,0.3
Macaranga gigantea,0.29
Macaranga gigantea,0.3
Macaranga hispida,0.25
Macaranga hosei,0.23
Macaranga hosei,0.27
Macaranga hosei,0.33
Macaranga hullettii,0.32
Macaranga hypoleuca,0.24
Macaranga hypoleuca,0.27
Macaranga hypoleuca,0.28
Macaranga inamoena,0.482
Macaranga indet,0.31
Macaranga inermis,0.38
Macaranga involucrata,0.67
Macaranga javanica,0.4
Macaranga kilimandscharica,0.4
Macaranga kingii,0.6
Macaranga leonardii,0.44
Macaranga longestipulata,0.36
Macaranga lowii,0.65
Macaranga lowii,0.7
Macaranga maingayi,0.6
Macaranga mappa,0.27
Macaranga mellifera,0.357
Macaranga myriantha,0.4
Macaranga papuana,0.26
Macaranga populifolia,0.33
Macaranga pruinosa,0.31
Macaranga pseudopruinosa,0.29
Macaranga puncticulata,0.31
Macaranga rhizinoides,0.31
Macaranga sampsoni,0.321
Macaranga sampsoni,0.336
Macaranga sampsonii,0.34
Macaranga semiglobosa,0.31
Macaranga tanarius,0.482
Macaranga tanarius,0.43
Macaranga trichocarpa,0.43
Macaranga triloba,0.34
Macaranga triloba,0.3
Macarisia pyramidata,0.687
Macbrideina peruviana,0.54
Machaerium aculeatum,0.24
Machaerium acutifolium,1.12
Machaerium allemanii,0.842
Machaerium allemanii,0.942
Machaerium allemanii,1
Machaerium brasiliense,0.66
Machaerium firmum,0.9
Machaerium firmum,0.905
Machaerium firmum,0.93
Machaerium firmum,0.99
Machaerium firmum,0.998
Machaerium firmum,1.089
Machaerium fulvovenosum,1.04
Machaerium hirtum,0.66
Machaerium incorruptibile,0.851
Machaerium incorruptibile,0.981
Machaerium incorruptibile,1.012
Machaerium indet,0.7
Machaerium lunatum,0.24
Machaerium millei,0.24
Machaerium minutiflorum,0.84
Machaerium opacum,0.8
Machaerium scleroxylon,0.86
Machaerium scleroxylon,0.88
Machaerium scleroxylon,0.75
Machaerium scleroxylon,0.8
Machaerium villosum,0.85
Machaerium villosum,0.69
Machaerium villosum,0.8
Mackinlaya confusa,0.725
Maclura indet,0.55
Maclura javanica,0.81
Maclura pomifera,0.76
Maclura regia,0.54
Maclura tinctoria,0.76
Maclura tinctoria,0.745
Maclura tinctoria,0.88
Maclura tinctoria,0.72
Maclura tinctoria,0.775
Maclura tinctoria,0.96
Maclura tinctoria,0.7
Maclura tinctoria,0.757
Maclura tinctoria,0.761
Maclura tinctoria,0.73
Maclura tinctoria,0.71
Maclura tinctoria,0.971
Maclura tinctoria,1.019
Maclura tinctoria,0.72
Maclura tinctoria,0.71
Maclura tricuspidata,0.852
Maclura tricuspidata,0.926
Maclura tricuspidata,0.93
Maclurodendron porteri,0.55
Macoubea guianensis,0.4
Macoubea guianensis,0.413
Macoubea guianensis,0.43
Macrocnemum roseum,0.45
Macrolobium acaciifolium,0.625
Macrolobium acaciifolium,0.45
Macrolobium acaciifolium,0.54
Macrolobium acaciifolium,0.49
Macrolobium acaciifolium,0.65
Macrolobium angustifolium,0.7
Macrolobium angustifolium,0.65
Macrolobium bifolium,0.69
Macrolobium bifolium,0.65
Macrolobium limbatum,0.58
Macropanax dispermum,0.31
Madhuca alpina,0.97
Madhuca betis,0.64
Madhuca betis,0.51
Madhuca boerlageana,0.51
Madhuca burckiana,0.59
Madhuca coriacea,0.46
Madhuca crassipes,0.93
Madhuca cuneata,0.56
Madhuca curtisii,0.54
Madhuca elliptica,0.697
Madhuca glaberrima,0.63
Madhuca hainanensis,0.956
Madhuca hainanensis,0.93
Madhuca hainanensis,0.891
Madhuca kingiana,0.6
Madhuca korthalsii,0.54
Madhuca lancifolia,0.55
Madhuca latifolia,0.99
Madhuca latifolia,0.854
Madhuca laurifolia,0.76
Madhuca leucodermis,0.65
Madhuca ligulata,0.61
Madhuca longifolia,0.84
Madhuca longifolia,0.74
Madhuca magnifolia,0.55
Madhuca malaccensis,0.61
Madhuca malaccensis,0.66
Madhuca motleyana,0.45
Madhuca motleyana,0.47
Madhuca obovatifolia,0.62
Madhuca ovata,0.56
Madhuca penangiana,0.59
Madhuca penicillata,0.61
Madhuca rupicola,0.82
Madhuca sarawakensis,0.63
Madhuca sericea,0.63
Madhuca sericea,0.72
Madhuca sessilis,0.65
Madhuca subquincuncialis,0.74
Madhuca tomentosa,0.72
Madhuca utilis,0.96
Maesa lanceolata,0.676
Maesopsis eminii,0.34
Maesopsis eminii,0.41
Maesopsis eminii,0.37
Maesopsis eminii,0.414
Magnolia acuminata,0.44
Magnolia candollei,0.51
Magnolia denudata,0.44
Magnolia dubia,0.556
Magnolia elegans,0.65
Magnolia elegans,0.37
Magnolia elegans,0.43
Magnolia fraseri,0.4
Magnolia gigantifolia,0.56
Magnolia grandiflora,0.37
Magnolia grandiflora,0.482
Magnolia grandiflora,0.46
Magnolia hodgsonii,0.62
Magnolia indet,0.52
Magnolia liliifera,0.57
Magnolia macklottii,0.36
Magnolia ovata,0.56
Magnolia ovata,0.49
Magnolia poasana,0.45
Magnolia portoricensis,0.7
Magnolia sororum,0.5
Magnolia sororum,0.42
Magnolia splendens,0.59
Magnolia villosa,0.63
Magnolia virginiana,0.42
Magnolia yoroconte,0.42
Magonia pubescens,0.77
Mahurea exstipulata,0.73
Mahurea palustris,0.69
Mallotus albus,0.366
Mallotus arboreus,0.56
Mallotus beccarii,0.56
Mallotus blumeanus,0.51
Mallotus cochinchinensis,0.344
Mallotus discolor,0.633
Mallotus echinatus,0.49
Mallotus floribundus,0.62
Mallotus macrostachyus,0.32
Mallotus mollissimus,0.443
Mallotus mollissimus,0.443
Mallotus mollissimus,0.35
Mallotus multiglandulosus,0.442
Mallotus muticus,0.37
Mallotus muticus,0.61
Mallotus muticus,0.42
Mallotus paniculatus,0.34
Mallotus paniculatus,0.35
Mallotus peltatus,0.47
Mallotus penangensis,0.59
Mallotus philippensis,0.65
Mallotus philippensis,0.56
Mallotus philippensis,0.6
Mallotus philippinensis,0.676
Mallotus philippinensis,0.7
Mallotus polyadenos,0.65
Mallotus stipularis,0.58
Mallotus subpeltatus,0.56
Mallotus sumatranus,0.37
Malmea cuspidata,0.39
Malouetia cestroides,0.58
Malouetia duckei,0.57
Malouetia naias,0.43
Malus baccata,0.56
Malus pumila,0.646
Malus sylvestris,0.61
Malus sylvestris,0.577
Malus sylvestris,0.61
Mammea africana,0.637
Mammea africana,0.62
Mammea africana,0.647
Mammea africana,0.619
Mammea africana,0.567
Mammea africana,0.578
Mammea africana,0.585
Mammea africana,0.6
Mammea africana,0.615
Mammea africana,0.62
Mammea africana,0.645
Mammea africana,0.648
Mammea africana,0.676
Mammea africana,0.713
Mammea africana,0.594
Mammea africana,0.662
Mammea americana,0.62
Mammea americana,0.66
Mammea bongo,0.789
Mammea bongo,0.861
Mammea glauca,0.861
Mammea indet,0.892
Mammea touriga,0.827
Mammea touriga,0.827
Mangifera altissima,0.59
Mangifera caesia,0.43
Mangifera caesia,0.39
Mangifera caloneura,0.482
Mangifera duperreana,0.517
Mangifera foetida,0.48
Mangifera foetida,0.59
Mangifera foetida,0.53
Mangifera foetida,0.5
Mangifera gedebi,0.39
Mangifera griffithii,0.47
Mangifera indica,0.48
Mangifera indica,0.54
Mangifera indica,0.68
Mangifera indica,0.52
Mangifera indica,0.552
Mangifera indica,0.543
Mangifera lagenifera,0.48
Mangifera lagenifera,0.5
Mangifera laurina,0.523
Mangifera minor,0.54
Mangifera minor,0.525
Mangifera monandra,0.45
Mangifera odorata,0.45
Mangifera odorata,0.49
Mangifera pajang,0.49
Mangifera salomonensis,0.525
Mangifera similis,0.54
Mangifera similis,0.61
Mangifera sylvatica,0.517
Manglietia fordiana,0.387
Manglietia fordiana,0.46
Manglietia glauca,0.45
Manglietia glauca,0.33
Manglietia hainanensis,0.416
Manglietia hainanensis,0.396
Manglietia insignis,0.43
Manilkara bidentata,0.84
Manilkara bidentata,0.95
Manilkara bidentata,0.85
Manilkara bidentata,0.82
Manilkara bidentata,0.843
Manilkara bidentata,0.87
Manilkara bidentata,0.947
Manilkara bidentata,0.89
Manilkara bidentata,1.06
Manilkara bidentata,0.77
Manilkara bidentata,0.813
Manilkara bidentata,0.8
Manilkara bidentata,0.86
Manilkara bidentata,0.87
Manilkara bidentata,0.911
Manilkara cavalcantei,0.834
Manilkara celebica,0.85
Manilkara chicle,1.04
Manilkara cuneifolia,0.8
Manilkara fasciculata,0.89
Manilkara fasciculata,0.758
Manilkara fouilloyana,0.861
Manilkara hexandra,1.06
Manilkara huberi,0.95
Manilkara huberi,1.04
Manilkara huberi,0.95
Manilkara huberi,0.978
Manilkara huberi,0.947
Manilkara huberi,0.87
Manilkara huberi,0.9
Manilkara huberi,0.86
Manilkara huberi,0.79
Manilkara huberi,0.92
Manilkara huberi,0.93
Manilkara indet,0.883
Manilkara inundata,0.8
Manilkara kanosiensis,0.92
Manilkara kanosiensis,0.878
Manilkara kauki,0.83
Manilkara lacera,0.8
Manilkara littoralis,0.951
Manilkara littoralis,0.9
Manilkara mochisia,1.076
Manilkara obovata,0.861
Manilkara obovata,0.824
Manilkara obovata,0.856
Manilkara obovata,0.889
Manilkara obovata,0.817
Manilkara obovata,0.813
Manilkara obovata,0.88
Manilkara obovata,0.947
Manilkara paraensis,0.86
Manilkara salzmannii,1.03
Manilkara venulosa,0.75
Manilkara zapota,0.81
Maniltoa grandiflora,0.9
Maniltoa indet,0.715
Maniltoa minor,0.76
Maniltoa plurijuga,0.65
Maniltoa polyandra,0.76
Maniltoa psilogyne,0.663
Mansonia altissima,0.56
Mansonia altissima,0.54
Mansonia altissima,0.511
Mansonia altissima,0.541
Mansonia altissima,0.543
Mansonia altissima,0.545
Mansonia altissima,0.557
Mansonia altissima,0.558
Mansonia altissima,0.561
Mansonia altissima,0.565
Mansonia altissima,0.565
Mansonia altissima,0.576
Mansonia altissima,0.577
Mansonia altissima,0.58
Mansonia altissima,0.581
Mansonia altissima,0.581
Mansonia altissima,0.596
Mansonia altissima,0.608
Mansonia altissima,0.629
Mansonia altissima,0.637
Mansonia altissima,0.474
Mansonia altissima,0.552
Mansonia altissima,0.57
Mansonia altissima,0.54
Mansonia gagei,0.882
Mappia longipes,0.65
Maprounea guianensis,0.72
Maprounea guianensis,0.57
Maprounea guianensis,0.56
Maprounea guianensis,0.47
Maprounea guianensis,0.62
Maquira calophylla,0.62
Maquira coriacea,0.4
Maquira coriacea,0.541
Maquira coriacea,0.575
Maquira coriacea,0.42
Maquira coriacea,0.62
Maquira guianensis,0.8
Maquira guianensis,0.732
Maquira sclerophylla,0.4
Maquira sclerophylla,0.504
Maquira sclerophylla,0.57
Maquira sclerophylla,0.58
Maranthes corymbosa,0.87
Maranthes corymbosa,0.87
Maranthes corymbosa,0.87
Maranthes corymbosa,0.87
Maranthes corymbosa,0.77
Maranthes corymbosa,0.65
Maranthes corymbosa,0.82
Maranthes corymbosa,0.71
Maranthes corymbosa,0.758
Maranthes glabra,0.921
Maranthes glabra,0.829
Maranthes goetzeniana,0.824
Maranthes goetzeniana,0.745
Maranthes kerstingii,0.843
Maranthes kerstingii,0.815
Maranthes robusta,0.86
Maranthes robusta,0.869
Margaritaria discoidea,0.803
Margaritaria discoidea,0.636
Margaritaria indica,0.68
Margaritaria nobilis,0.9
Margaritaria nobilis,0.557
Margaritaria nobilis,0.41
Markhamia acuminata,0.775
Markhamia cauda-felina,0.647
Markhamia cauda-felina,0.644
Markhamia lutea,0.431
Markhamia lutea,0.469
Markhamia lutea,0.523
Markhamia platycalyx,0.5
Markhamia stipulata,0.8
Markhamia stipulata,0.551
Markhamia tomentosa,0.473
Marlierea montana,0.95
Marlierea schomburgkiana,0.921
Marlierea tomentosa,0.964
Marmaroxylon racemosum,0.78
Marmaroxylon racemosum,0.86
Marmaroxylon racemosum,0.84
Marmaroxylon racemosum,0.861
Marmaroxylon racemosum,0.87
Marmaroxylon racemosum,0.79
Marmaroxylon racemosum,1
Marmaroxylon racemosum,0.88
Marmaroxylon racemosum,0.752
Marmaroxylon racemosum,0.81
Marquesia macroura,0.758
Martiodendron excelsum,0.852
Martiodendron parviflorum,0.852
Martiodendron parviflorum,0.83
Mastixia cuspidata,0.46
Mastixia pentandra,0.52
Mastixia pentandra,0.47
Mastixia rostrata,0.44
Mastixia tetrandra,0.55
Mastixia trichotoma,0.39
Mastixiodendron pachyclados,0.65
Mastixiodendron pachyclados,0.689
Mastixiodendron smithii,0.67
Mastixiodendron stoddardii,0.8
Matayba arborescens,0.73
Matayba arborescens,0.6
Matayba arborescens,0.76
Matayba domingensis,0.7
Matayba guianensis,0.82
Matayba inelegans,0.82
Matayba opaca,0.82
Matisia cordata,0.22
Matisia cordata,0.43
Matisia cordata,0.41
Matisia cordata,0.431
Matisia hirta,0.61
Matisia indet,0.58
Matisia ochrocalyx,0.56
Matisia ochrocalyx,0.58
Matisia rhombifolia,0.542
Mauria indet,0.31
Maytenus acuminata,0.62
Maytenus acuminata,0.633
Maytenus alaternoides,0.75
Maytenus boaria,0.482
Maytenus boaria,0.75
Maytenus cuezzoi,0.624
Maytenus disperma,0.814
Maytenus disperma,0.814
Maytenus eggersii,0.75
Maytenus ficiformis,0.67
Maytenus heterophylla,0.495
Maytenus ilicifolia,0.7
Maytenus ilicifolia,0.75
Maytenus indet,0.705
Maytenus krukovii,0.75
Maytenus laevis,0.91
Maytenus micrantha,0.75
Maytenus myrsinoides,0.75
Maytenus obtusifolia,0.75
Maytenus robusta,0.77
Maytenus sieberiana,0.65
Maytenus undata,0.732
Medicosma fareana,0.676
Medusanthera papuana,0.39
Melaleuca argentea,0.87
Melaleuca bracteata,0.87
Melaleuca glomerata,0.672
Melaleuca leucadendra,0.633
Melaleuca leucadendra,0.619
Melaleuca leucadendra,0.667
Melaleuca leucadendra,0.633
Melaleuca leucadendra,0.68
Melaleuca leucadendra,0.61
Melaleuca leucadendron,0.65
Melaleuca leucadendron,0.78
Melaleuca leucadendron,0.646
Melaleuca linariifolia,0.589
Melaleuca linariifolia,0.775
Melaleuca nervosa,0.687
Melaleuca pauperiflora,0.937
Melaleuca quinquenervia,0.65
Melaleuca quinquenervia,0.689
Melaleuca quinquenervia,0.57
Melaleuca quinquenervia,0.51
Melaleuca quinquenervia,0.52
Melaleuca quinquenervia,0.62
Melaleuca quinquenervia,0.86
Melaleuca uncinata,0.846
Melaleuca viridiflora,0.861
Melaleuca viridiflora,0.73
Melanochyla angustifolia,0.52
Melanochyla auriculata,0.58
Melanochyla bracteata,0.48
Melanochyla densiflora,0.59
Melanochyla fulvinervia,0.5
Melanochyla kunstleri,0.62
Melanochyla nitida,0.73
Melanochyla rugosa,0.67
Melanolepis multiglandulosa,0.34
Melanoxylon brauna,1.05
Melanoxylon brauna,1.164
Melanoxylon brauna,0.9
Melastoma malabathricum,0.44
Melia azedarach,0.383
Melia azedarach,0.4
Melia azedarach,0.393
Melia azedarach,0.468
Melia azedarach,0.42
Melia azedarach,0.56
Melia azedarach,0.369
Melia azedarach,0.451
Melia azedarach,0.496
Melia composita,0.284
Melia excelsa,0.62
Melia indet,0.551
Melicoccus lepidopetalus,0.98
Melicope bonwickii,0.4
Melicope bonwickii,0.4
Melicope bonwickii,0.4
Melicope bonwickii,0.33
Melicope confusa,0.38
Melicope elleryana,0.525
Melicope elleryana,0.522
Melicope elleryana,0.525
Melicope fareana,0.676
Melicope glabra,0.33
Melicope indet,0.63
Melicope latifolia,0.4
Melicope melanophloia,0.788
Melicope micrococca,0.525
Melicope micrococca,0.478
Melicope micrococca,0.525
Melicope triphylla,0.388
Melicope vitiflora,0.538
Melicope vitiflora,0.455
Melicope vitiflora,0.538
Melicope xanthoxyloides,0.426
Melicope xanthoxyloides,0.426
Melicytus ramiflorus,0.585
Meliosma angustifolia,0.489
Meliosma angustifolia,0.603
Meliosma angustifolia,0.55
Meliosma angustifolia,0.44
Meliosma angustifolia,0.67
Meliosma angustifolia,0.538
Meliosma forrestii,0.62
Meliosma herbertii,0.42
Meliosma lanceolata,0.38
Meliosma panamensis,0.41
Meliosma pinnata,0.32
Meliosma rigida,0.611
Meliosma rigida,0.581
Meliosma selowii,0.62
Meliosma simplicifolia,0.455
Meliosma squamulata,0.493
Meliosma squamulata,0.504
Meliosma sumatrana,0.4
Melliodendron xylocarpum,0.418
Melliodendron xylocarpum,0.443
Melochia umbellata,0.32
Memecylon australe,0.456
Memecylon campanulatum,0.88
Memecylon celebicum,0.9
Memecylon crassifolium,0.79
Memecylon edule,0.55
Memecylon edule,0.799
Memecylon excelsum,0.68
Memecylon garcinioides,0.75
Memecylon gibbosum,0.74
Memecylon glomeratum,0.95
Memecylon indet,0.813
Memecylon laevigatum,0.89
Memecylon lilacinum,0.82
Memecylon myrsinoides,1
Memecylon ochroleucum,0.78
Memecylon oligoneurum,0.72
Memecylon paniculatum,0.72
Memecylon pubescens,0.82
Memecylon subcordifolium,0.54
Memecylon sumatrense,0.76
Meriania urceolata,0.49
Merrillia caloxylon,0.72
Mesua assamica,0.784
Mesua ferrea,0.9
Mesua ferrea,0.94
Mesua ferruginea,0.65
Mesua grandis,0.61
Mesua lepidota,0.67
Mesua paniculata,0.62
Mesua racemosa,0.59
Metadina trichotoma,0.72
Metasequoia glyptostroboides,0.294
Metasequoia glyptostroboides,0.278
Metasequoia glyptostroboides,0.28
Metopium brownei,0.6
Metopium brownei,0.59
Metopium toxiferum,0.51
Metrodorea stipularis,1.05
Metrosideros collina,0.76
Metrosideros diffusa,0.417
Metrosideros petiolata,0.93
Metrosideros pullei,0.76
Metrosideros queenslandica,0.663
Metrosideros ramiflora,0.72
Metrosideros robusta,0.55
Metrosideros robusta,0.75
Metrosideros umbellata,0.956
Metteniusa nucifera,0.6
Mezilaurus crassiramea,0.76
Mezilaurus duckei,0.716
Mezilaurus duckei,0.633
Mezilaurus itauba,0.68
Mezilaurus itauba,0.74
Mezilaurus itauba,0.96
Mezilaurus itauba,0.775
Mezilaurus itauba,0.799
Mezilaurus itauba,0.659
Mezilaurus itauba,0.7
Mezilaurus itauba,0.73
Mezilaurus itauba,0.7
Mezilaurus itauba,0.7
Mezilaurus lindaviana,0.68
Mezilaurus navalium,0.74
Mezilaurus synandra,0.7
Mezilaurus synandra,1.15
Mezzettia curtisii,0.55
Mezzettia leptopoda,0.58
Mezzettia parviflora,0.57
Mezzettia parviflora,0.49
